frequency_hz,amplitude_db
20.000000000000004,0.05385862765272832
20.549189708923603,-0.06491839965819987
21.113459884666586,-0.011700387240157775
21.693224629088103,-0.27329221560402106
22.288909415071263,-0.14820021848401269
22.90095139876564,-0.19078336560067544
23.52979974040372,-0.24891498504083373
24.17591593392687,-0.6334237023449242
24.83977414566262,-0.7400164612514308
25.52186156230184,-0.8015806057800111
26.22267874843129,-0.8873860422135773
26.942740013883693,-0.49174428724350233
27.682573791175148,-0.7265707172029636
28.442723023306726,-0.42729273720717403
29.223745562214962,-0.7082232238674311
30.026214578163472,-0.6693358415474795
30.850718980376435,-0.493840496072278
31.69786384922227,-0.29111638769287496
32.56827088026499,-0.4260289795671446
33.46257884050889,-0.34058548361403207
34.3814440371715,-0.5304641172590142
35.32554079932886,-0.5883408191439099
36.29556197278647,-0.5917262354193176
37.29221942853913,-0.670894162099393
38.316244585192855,-0.08293247224487882
39.36838894573225,-0.33277419924567264
40.449424649027144,-0.674206325109977
41.56014503648346,-0.47669414534334414
42.701365234253906,-0.28308232114312926
43.87392275143595,-0.31375757523247977
45.07867809469583,0.12340653771449467
46.31651539977017,0.1826328782880347
47.58834308030793,0.45651996374832826
48.89509449452947,0.5001672845612817
50.2377286301916,0.3775639391815284
51.61723080836149,0.78573738079382
53.03461340651583,1.5051651977918892
54.49091660149584,1.767036752614984
55.987209132863626,1.7058302103502125
57.52458908721974,1.9228772817789566
59.104184704057765,1.6307677691709215
60.727155203747174,1.419375370107522
62.39469163825239,1.193323151466035
64.10801776521187,1.2270723647262698
65.86839094601916,0.7977049934796179
67.67710306856468,0.5448155522494225
69.53548149531555,0.03643917972812857
71.44489003742933,-0.19476751696499112
73.40672995561606,-0.09476810099866351
75.42244098848397,-0.18775253751196846
77.49350240912266,0.16344207695647
79.62143411069948,-0.031346484680024406
81.80779772186621,0.4229392949354618
84.05419775279384,0.3768270083437971
86.36228277267702,0.3690694300473122
88.73374661957223,0.39772385636716623
91.1703296434574,0.20987655537991357
93.67381998342536,0.1328274267040728
96.24605487994837,0.09403313741103458
98.88892202317656,0.2162853408778674
101.60436093826047,-0.03792676698022593
104.39436440871306,-0.14884187469342003
107.26097993885733,-0.6338506848613676
110.20631125643139,-0.7799475910790693
113.23251985645456,-0.5780687752383938
116.34182658748716,-0.22693358102974487
119.53651328144828,-0.00119088361294295
122.81892442818732,0.16964107345203125
126.19146889603861,0.34777927231219785
129.65662169962147,0.2714071548280975
133.2169258161831,0.24568485448049324
136.87499405181757,0.4566738094399276
140.63351095892943,0.9569287276743765
144.49523480635136,1.1324111850598682
148.46299960355873,0.7682488428482448
152.5397171804689,0.3115590751803423
156.7283793243504,0.18401957586875733
161.0320599754108,-0.06575862991578925
165.45391748267397,-0.28242725406379826
169.99719692180312,-0.26365829524058737
174.66523247656878,-0.9567366235705079
179.46144988571277,-1.0257967954714804
184.38936895699987,-1.4761763497659746
189.45260615030492,-1.368788861021136
194.6548772316301,-1.1593828377883233
200.00000000000003,-1.0332064392171103
205.49189708923603,-0.4812861410307249
211.13459884666585,-0.3302681019403398
216.93224629088093,-0.4182751395012163
222.8890941507125,-0.46809180018243446
229.00951398765628,-0.07152973720968006
235.2979974040371,0.018937918441754045
241.75915933926856,0.33589834101654614
248.39774145662594,0.3724771523718903
255.2186156230184,0.24690228847676465
262.2267874843129,0.5547945259258193
269.42740013883696,-0.017068723346313097
276.82573791175145,0.10761557488523463
284.42723023306723,0.059280890172340645
292.23745562214975,0.06434871655702973
300.2621457816349,0.39418942253112865
308.5071898037645,0.6513482637162609
316.97863849222284,0.5306140643506126
325.68270880265004,0.5175620302045734
334.6257884050889,0.6466966043828153
343.81444037171497,0.4520919909137124
